sym_nr,pis,ko,psl,konf,lew,bs,inni
8180,38.123,30.159,8.936,10.056,10.496,1.72,0.511
8181,37.871,28.405,10.907,8.448,10.923,1.968,1.478
8182,36.875,29.171,9.565,10.269,10.416,2.955,0.749
8183,36.642,30.367,9.894,10.246,9.843,2.261,0.747
8184,38.836,29.09,8.34,9.99,10.881,2.368,0.495
8185,36.561,30.281,11.224,9.053,9.122,2.721,1.039
8186,40.819,28.688,10.619,9.847,7.107,2.277,0.642
8187,38.28,30.164,8.949,10.961,9.483,1.598,0.564
8188,38.726,30.241,8.578,9.873,9.809,2.051,0.722
8189,37.534,28.726,9.26,11.173,10.135,2.488,0.685
8190,38.124,30.36,7.654,11.16,9.332,2.566,0.803
8191,37.993,30.546,10.865,9.061,8.76,2.001,0.773
8192,37.115,30.345,9.554,9.479,10.4,2.668,0.439
8193,34.769,27.344,11.178,11.636,10.816,3.411,0.845
8194,36.471,31.399,7.649,9.849,11.458,2.37,0.804
8195,37.438,26.45,10.637,11.213,9.597,3.371,1.294
8196,35.342,28.82,8.825,12.489,10.419,3.086,1.018
8197,36.7,30.762,9.449,10.458,10.338,1.847,0.446
8198,39.707,28.488,10.781,8.963,9.436,1.611,1.015
8199,36.782,28.369,11.83,11.389,8.485,2.381,0.764
8200,37.775,29.477,8.441,10.929,9.67,2.864,0.845
8201,36.158,27.433,10.795,12.58,9.823,2.076,1.134
8202,36.728,29.987,10.244,10.571,10.673,1.348,0.449
8203,40.055,28.235,9.949,8.587,9.643,2.544,0.987
8204,40.093,28.281,8.988,10.701,10.692,1.111,0.134
8205,38.391,29.126,10.922,9.403,10.152,1.491,0.515
8206,38.325,29.487,9.234,9.962,9.781,2.427,0.784
8207,38.24,29.626,9.559,10.329,10.479,1.496,0.271
8208,37.629,30.172,8.715,12.632,7.978,1.998,0.877
8209,40.198,28.448,8.948,8.546,11.024,2.134,0.702
8210,39.113,26.161,10.813,10.727,10.159,2.247,0.78
8211,36.428,29.952,9.632,11.523,10.294,1.723,0.449
8212,38.683,26.346,9.245,11.174,10.392,3.022,1.137
8213,38.224,31.165,8.764,10.397,8.568,1.911,0.971
8214,36.553,30.958,9.364,9.568,10.3,2.759,0.499
8215,36.296,30.914,10.737,9.843,9.775,1.765,0.67
8216,35.041,30.211,10.887,10.817,9.814,2.576,0.654
8217,36.958,29.701,9.438,10.477,9.858,2.704,0.864
8218,37.719,30.479,9.074,10.417,9.994,1.658,0.659
8219,37.431,28.919,7.88,12.176,10.147,2.062,1.385
8220,39.466,26.785,10.953,10.463,9.179,2.086,1.068
8221,37.448,27.956,9.379,11.129,10.653,2.4,1.034
8222,39.059,29.539,11.044,8.489,9.618,2.062,0.189
8223,37.695,30.451,10.068,10.177,8.119,2.45,1.039
8224,36.079,29.868,11.941,9.422,10.456,1.672,0.562
8225,35.983,29.289,9.929,11.359,10.029,2.685,0.726
8226,39.172,30.254,9.29,9.708,9.325,1.675,0.576
8227,38.269,29.323,9.815,10.94,7.962,2.583,1.107
8228,38.769,27.327,9.843,11.763,9.768,2.03,0.5
8229,36.134,29.791,9.861,12.253,9.145,2.392,0.425
8230,39.866,29.915,9.459,9.282,8.963,1.657,0.859
8231,34.801,32.072,9.667,9.996,9.991,2.612,0.861
8232,39.352,27.118,10.461,10.374,9.792,1.985,0.918
8233,39.456,28.734,9.3,10.69,9.98,1.099,0.741
8234,39.006,30.195,7.464,10.988,9.498,1.989,0.859
8235,39.405,26.891,9.26,11.565,9.933,1.995,0.951
8236,39.045,30.331,9.098,10.147,8.609,2.117,0.654
8237,38.409,28.768,9.716,9.949,10.145,2.278,0.736
8238,36.862,29.469,9.688,10.49,10.218,2.335,0.938
8239,35.407,30.784,8.199,12.269,10.005,2.365,0.971
8240,36.882,28.358,10.988,11.968,8.801,2.343,0.661
8241,38.879,27.331,10.059,10.904,9.892,2.024,0.912
8242,37.543,27.611,10.385,11.127,9.341,2.872,1.122
8243,37.99,28.472,10.748,9.83,10.526,2.032,0.402
8244,38.906,28.393,8.979,9.677,10.676,2.919,0.449
8245,37.741,29.367,9.942,10.725,9.073,2.638,0.514
8246,38.411,29.255,9.763,9.818,10.1,1.462,1.191
8247,40.164,29.052,9.202,8.787,9.631,2.355,0.809
8248,39.918,28.949,9.619,8.396,10.414,1.753,0.951
8249,35.625,31.275,9.909,10.681,9.708,2.468,0.334
8250,40.333,28.735,7.945,11.755,8.948,1.678,0.606
8251,39.648,29.816,7.961,10.585,8.897,2.313,0.78
8252,39.211,28.975,8.793,9.591,9.887,2.283,1.259
8253,39.372,27.51,11.382,9.842,9.147,2.126,0.622
8254,37.709,31.29,10.602,8.766,9.136,1.746,0.751
8255,37.913,28.273,11.217,9.712,10.313,2.173,0.4
8256,35.51,28.217,11.787,11.471,8.942,2.982,1.09
8257,34.407,30.678,10.378,10.188,11.224,2.221,0.904
8258,39.024,26.673,9.88,9.97,10.547,2.485,1.42
8259,38.844,29.464,9.4,10.456,8.79,2.508,0.537
8260,37.429,29.349,11.07,10.47,8.833,2.24,0.609
8261,38.906,28.294,10.39,10.002,8.53,3.038,0.841
8262,38.06,28.868,8.535,10.564,10.671,2.64,0.663
8263,38.571,27.185,9.57,11.039,9.925,2.695,1.015
8264,38.35,27.76,9.7,10.795,10.388,2.403,0.604
8265,38.075,28.943,10.323,10.506,8.567,2.582,1.005
8266,37.457,29.993,10.262,10.625,7.818,2.51,1.334
8267,38.327,27.311,8.64,9.613,12.604,2.77,0.735
8268,38.047,26.189,11.9,11.595,9.377,2.405,0.488
8269,37.556,31.271,9.421,10.111,8.866,2.332,0.443
8270,38.157,29.238,8.686,9.871,10.833,2.2,1.015
8271,37.725,28.741,9.976,11.482,8.313,2.841,0.922
8272,38.533,29.67,8.782,12.568,6.646,2.813,0.989
8273,36.253,29.937,9.831,11.263,9.635,2.493,0.588
8274,39.222,31.741,6.131,10.864,8.764,2.37,0.907
8275,38.148,29.104,10.79,9.479,9.249,2.83,0.402
8276,37.639,30.285,8.649,11.3,9.144,1.954,1.03
8277,39.481,28.38,9.269,9.2,10.512,2.299,0.86
8278,37.724,30.368,9.425,10.615,8.995,2.301,0.572
8279,38.087,31.179,8.877,9.953,9.362,1.424,1.117
8280,36.95,31.323,7.924,12.371,8.865,2.243,0.324
8281,34.175,32.94,10.307,9.941,9.623,2.364,0.649
8282,39.652,29.546,9.149,9.566,8.6,2.534,0.953
8283,39.368,30.649,8.422,8.949,9.343,2.504,0.765
8284,40.524,28.487,8.469,9.87,9.135,2.873,0.643
8285,37.491,28.499,10.277,10.56,10.707,1.64,0.827
8286,35.851,30.075,10.005,12.023,8.396,3.144,0.506
8287,39.799,28.363,9.033,9.967,10.519,1.576,0.744
8288,37.482,31.693,9.774,10.457,7.517,1.892,1.185
8289,35.109,29.892,10.631,10.856,9.755,2.498,1.259
8290,37.382,30.494,7.963,11.154,10.696,1.906,0.406
8291,39.528,28.453,9.62,8.358,10.659,2.404,0.978
8292,36.185,30.628,8.717,11.202,10.568,2.575,0.125
8293,36.42,29.597,11.415,10.058,9.721,1.786,1.003
8294,37.561,27.99,10.685,10.878,8.617,3.155,1.113
8295,37.905,29.758,10.817,10.383,8.133,2.058,0.947
8296,40.011,26.798,8.912,11.044,10.132,2.449,0.653
8297,36.965,29.343,10.402,11.421,9.265,1.854,0.75
8298,35.645,29.378,11.155,10.791,9.481,3.009,0.54
8299,39.935,28.863,8.842,10.064,9.833,1.795,0.669
8300,37.859,27.308,10.808,10.668,10.744,1.871,0.742
8301,37.173,31.266,10.479,8.493,9.045,2.919,0.626
8302,37.863,30.372,10.708,9.781,8.827,1.454,0.995
8303,40.997,27.501,9.485,11.036,8.66,1.376,0.944
8304,36.795,30.035,9.468,10.271,10.459,2.031,0.942
8305,38.269,28.862,8.138,11.559,9.389,2.758,1.024
8306,37.384,30.407,9.307,9.254,9.242,3.568,0.839
8307,38.918,27.304,9.775,10.051,10.57,2.502,0.88
8308,36.204,30.987,8.501,10.379,10.602,2.294,1.032
8309,38.018,30.133,10.192,9.445,9.908,2.299,0.005
8310,39.691,28.878,9.749,10.937,8.41,1.575,0.76
8311,34.702,32.804,9.152,10.231,10.242,2.307,0.561
8312,36.86,29.478,10.105,12.672,7.751,2.352,0.783
8313,37.825,28.368,10.017,10.562,10.526,2.165,0.536
8314,39.046,27.834,9.352,12.117,8.721,1.978,0.953
8315,38.563,28.804,9.257,10.732,9.046,2.612,0.985
8316,35.295,29.826,10.977,10.185,9.77,3.512,0.435
8317,39.221,27.372,8.69,11.009,10.826,1.48,1.403
8318,39.073,30.417,8.927,9.397,9.081,2.189,0.914
8319,39.04,31.294,7.541,9.602,9.473,2.613,0.438
8320,38.197,27.844,9.732,11.217,9.721,2.583,0.707
8321,37.311,29.636,9.128,10.983,9.295,2.55,1.098
8322,38.023,28.968,8.32,13.073,8.346,2.27,0.999
8323,37.402,28.324,10.32,11.079,9.71,2.133,1.032
8324,37.557,28.257,9.525,10.779,10.635,2.833,0.414
8325,40.214,27.225,8.891,9.509,10.254,3.173,0.733
8326,38.627,30.125,9.624,10.08,8.856,1.93,0.759
8327,38.156,31.091,9.218,9.87,8.689,2.134,0.843
8328,36.541,30.273,9.171,12.405,9.423,1.672,0.514
8329,37.006,28.972,10.808,9.449,9.758,3.417,0.591
8330,38.405,30.61,10.372,9.143,9.371,1.845,0.253
8331,37.83,31.461,10.852,8.708,8.85,1.65,0.65
8332,35.984,29.817,9.563,10.068,11.544,2.05,0.973
8333,38.489,29.529,9.481,11.055,8.671,2.562,0.213
8334,41.416,28.136,10.087,9.487,8.948,1.069,0.857
8335,35.289,31.006,10.4,10.815,8.665,2.573,1.252
8336,35.759,29.592,10.422,9.95,10.872,2.245,1.16
8337,38.938,28.574,10.185,10.081,9.101,2.57,0.551
8338,36.713,28.403,11.849,12.467,6.894,3.249,0.426
8339,38.792,28.122,9.042,10.591,9.639,2.917,0.896
8340,35.593,29.967,11.503,10.904,9.173,1.885,0.975
8341,36.548,28.133,10.089,12.151,10.022,1.795,1.262
8342,41.555,26.631,9.462,10.244,9.725,1.829,0.553
8343,41.658,26.534,8.552,11.519,9.755,1.556,0.426
8344,38.005,28.317,11.438,9.26,9.141,3.078,0.76
8345,36.821,31.161,10.347,10.017,8.556,2.295,0.804
8346,37.892,28.39,10.639,10.517,9.018,2.622,0.922
8347,36.79,29.297,9.88,10.647,9.772,2.384,1.231
8348,37.738,29.622,9.753,11.092,9.204,1.94,0.651
8349,39.529,28.796,9.779,9.849,8.879,2.277,0.892
8350,37.695,30.883,8.808,11.14,8.428,2.528,0.518
8351,36.701,31.18,9.032,10.585,9.444,2.454,0.604
8352,34.998,31.73,9.914,8.916,10.757,2.938,0.746
8353,38.322,29.701,9.687,8.999,9.546,2.185,1.561
8354,38.803,29.748,9.147,10.098,8.865,2.146,1.193
8355,38.878,28.455,10.608,9.733,10.197,1.014,1.116
8356,38.366,28.534,10.691,10.25,9.0,2.831,0.327
8357,38.777,29.525,10.024,10.879,7.5,2.196,1.099
8358,39.316,27.176,12.007,9.634,9.07,2.153,0.645
8359,36.341,31.909,9.697,10.136,9.49,1.893,0.534
8360,36.737,30.895,9.056,11.586,8.821,2.607,0.299
8361,34.997,31.671,10.433,9.622,9.895,2.552,0.83
8362,38.088,30.053,9.546,8.636,10.708,2.394,0.574
8363,39.041,31.908,8.755,9.204,8.919,1.358,0.816
8364,36.488,28.536,11.869,9.769,9.548,3.1,0.69
8365,37.43,30.52,10.447,9.444,9.468,2.025,0.666
8366,37.504,27.799,9.846,12.373,10.016,1.759,0.703
8367,37.813,30.224,9.192,9.73,9.681,2.813,0.548
8368,36.731,30.61,9.751,9.748,9.767,2.551,0.84
8369,37.552,30.508,8.751,10.844,9.874,1.744,0.727
8370,37.621,28.964,9.366,11.982,9.472,1.981,0.614
8371,37.728,30.175,9.405,9.059,11.399,1.79,0.444
8372,38.483,30.493,10.329,9.597,8.512,1.698,0.887
8373,39.284,31.12,8.941,10.028,7.425,2.795,0.408
8374,37.402,28.974,10.998,10.48,9.843,1.797,0.507
8375,38.087,31.641,9.256,10.79,8.256,1.373,0.597
8376,37.213,30.539,9.708,10.408,9.725,2.121,0.286
8377,38.218,29.609,7.817,10.402,10.329,2.55,1.075
8378,36.09,31.039,8.969,11.17,9.69,2.255,0.788
8379,36.437,29.498,9.673,9.514,10.998,3.54,0.34
8380,37.871,28.246,9.952,11.417,10.134,1.733,0.646
8381,36.784,32.31,8.298,10.094,8.877,2.561,1.076
8382,35.103,30.336,10.633,10.635,9.673,2.719,0.901
8383,39.396,27.67,9.731,10.71,9.606,1.935,0.953
8384,37.614,29.389,9.076,11.805,9.681,1.519,0.917
8385,36.336,30.354,9.489,10.409,10.702,2.472,0.238
8386,37.177,31.622,8.558,10.04,10.154,1.719,0.731
8387,36.691,29.561,10.315,9.505,10.435,2.365,1.128
8388,38.819,29.966,8.773,10.255,8.997,1.818,1.372
8389,39.777,27.705,9.794,9.807,9.47,2.427,1.02
8390,35.92,29.564,9.162,11.406,11.137,2.086,0.725
8391,39.105,28.715,8.547,9.725,11.663,1.671,0.575
8392,38.16,29.649,10.024,10.54,8.931,2.275,0.421
8393,39.263,29.285,9.235,10.912,8.624,2.038,0.643
8394,39.269,29.591,9.133,9.42,8.624,2.739,1.225
8395,41.66,27.891,9.281,9.529,7.979,2.715,0.945
8396,37.915,28.836,8.894,10.622,9.801,3.007,0.925
8397,37.811,28.502,10.618,9.966,9.76,2.272,1.072
8398,37.583,30.414,9.351,10.601,8.593,2.34,1.118
8399,38.756,29.388,9.522,10.871,9.063,1.73,0.67
8400,37.665,29.779,9.041,10.902,9.679,1.909,1.024
8401,36.799,27.822,10.621,10.977,10.894,2.427,0.46
8402,36.882,29.626,8.568,11.305,10.429,2.443,0.748
8403,37.271,29.203,10.049,9.331,10.425,2.566,1.155
8404,35.97,30.559,9.792,9.718,10.464,2.559,0.937
8405,35.651,29.932,10.163,11.229,9.981,1.958,1.087
8406,40.001,28.713,9.357,9.286,9.708,2.17,0.764
8407,41.492,32.083,7.66,10.141,6.365,2.027,0.233
8408,38.151,28.331,11.499,9.648,9.419,2.462,0.49
8409,37.937,29.75,9.318,9.452,10.024,2.659,0.859
8410,36.986,30.027,10.592,10.733,8.775,2.298,0.589
8411,38.092,28.595,11.004,10.441,8.86,2.388,0.62
8412,38.233,30.642,9.312,10.223,8.957,2.027,0.606
8413,38.102,28.981,9.267,11.096,9.233,2.695,0.626
8414,37.497,30.219,9.53,10.222,8.109,3.407,1.015
8415,37.756,27.336,10.358,10.853,10.63,2.506,0.562
8416,37.034,28.785,10.073,11.979,9.206,2.567,0.356
8417,35.813,28.596,10.324,12.113,10.542,2.008,0.606
8418,38.159,29.424,9.493,9.831,9.567,2.438,1.089
8419,37.578,31.962,11.662,8.111,8.139,1.84,0.708
8420,38.711,31.061,8.933,9.828,8.468,2.268,0.732
8421,38.392,31.699,9.221,8.512,8.601,2.936,0.639
8422,39.122,29.664,9.826,10.139,7.859,2.317,1.072
8423,40.296,25.98,10.593,11.156,9.129,2.038,0.807
8424,36.387,29.699,9.224,10.771,10.729,2.034,1.156
8425,37.6,30.83,11.628,8.733,9.03,1.633,0.546
8426,39.609,29.692,7.314,9.974,10.081,2.142,1.188
8427,37.378,29.098,10.168,9.802,10.071,2.38,1.104
8428,39.276,28.521,9.095,10.46,9.869,2.569,0.21
8429,40.607,28.817,8.356,11.597,8.36,1.644,0.618
8430,38.802,29.824,8.92,9.552,8.987,2.901,1.013
8431,37.78,29.018,10.931,10.842,7.49,2.548,1.39
8432,38.458,29.172,9.272,10.559,9.741,2.134,0.665
8433,38.076,29.95,9.804,10.701,9.824,1.591,0.052
8434,39.502,29.29,10.317,10.174,8.209,1.976,0.533
8435,36.97,29.525,9.453,11.764,10.236,1.166,0.887
8436,37.77,28.38,9.932,10.876,10.371,2.06,0.612
8437,35.212,30.084,9.189,11.026,10.852,3.254,0.383
8438,39.424,29.503,8.463,9.491,10.047,2.298,0.774
8439,35.696,28.406,10.066,11.208,10.291,3.344,0.987
8440,35.877,29.543,8.379,12.206,10.93,2.538,0.526
8441,39.84,28.341,8.859,11.156,9.433,2.058,0.313
8442,37.995,31.871,7.266,9.746,10.611,2.167,0.343
8443,35.852,30.037,10.237,10.735,10.648,1.839,0.651
8444,39.175,28.588,10.236,9.416,9.712,2.273,0.599
8445,38.052,30.246,8.872,11.256,9.008,2.34,0.227
8446,38.737,27.319,9.09,11.563,10.881,2.032,0.379
8447,36.153,29.804,9.45,10.323,11.451,2.429,0.39
8448,36.802,30.216,10.46,11.293,8.733,1.956,0.54
8449,37.202,31.067,8.714,9.995,10.059,2.344,0.619
8450,38.873,30.462,8.081,9.63,10.343,2.339,0.273
8451,38.008,29.856,9.831,11.037,8.216,2.659,0.393
8452,36.786,30.357,8.338,11.326,9.82,2.882,0.492
8453,38.956,29.139,10.195,9.868,8.192,2.775,0.875
8454,37.732,30.8,9.887,11.093,7.809,2.136,0.544
8455,39.063,29.077,9.049,10.571,9.052,2.55,0.637
8456,37.871,29.127,9.553,10.294,10.056,2.307,0.791
8457,36.884,30.703,10.073,8.242,10.282,2.573,1.244
8458,37.455,30.062,10.76,9.04,10.092,1.824,0.767
8459,39.889,30.97,8.441,8.693,8.249,3.624,0.134
8460,35.578,30.326,9.892,11.094,10.041,2.31,0.759
8461,37.482,30.922,10.511,10.242,8.969,1.278,0.596
8462,36.554,28.972,10.394,12.098,8.57,2.717,0.695
8463,38.08,29.851,8.975,10.07,10.493,1.957,0.574
8464,38.552,26.111,10.779,11.131,10.118,2.632,0.678
8465,39.645,30.363,7.758,9.587,9.86,2.157,0.63
8466,39.653,28.56,9.217,11.293,8.793,2.403,0.082
8467,37.746,29.855,10.227,9.737,9.503,2.188,0.743
8468,37.717,28.541,10.698,10.402,8.901,2.817,0.924
8469,38.76,29.961,10.07,11.062,8.279,1.672,0.196
8470,39.999,27.106,9.947,9.607,10.84,1.604,0.898
8471,37.761,29.013,9.705,9.84,10.489,2.13,1.061
8472,39.483,27.861,10.853,10.517,7.995,2.659,0.633
8473,36.538,29.706,8.614,11.692,9.81,2.989,0.65
8474,35.101,31.753,9.018,11.086,10.031,2.021,0.99
8475,36.115,31.162,9.888,9.922,10.54,2.213,0.159
8476,37.615,30.032,9.797,10.145,9.588,1.995,0.829
8477,35.909,28.154,11.269,12.219,9.784,2.278,0.388
8478,37.679,28.149,10.991,11.341,8.85,2.04,0.949
8479,36.657,31.021,9.743,10.8,9.051,2.066,0.663
8480,35.437,30.396,9.409,10.612,10.577,2.552,1.017
8481,35.908,32.022,10.163,9.751,9.459,1.984,0.713
8482,37.684,28.982,9.811,10.513,10.471,2.027,0.514
8483,37.463,28.86,11.411,9.814,9.934,2.019,0.499
8484,39.631,28.277,9.683,10.781,9.693,1.377,0.558
8485,37.743,30.347,9.349,10.088,8.358,3.312,0.803
8486,36.724,31.123,10.937,10.142,9.449,1.245,0.38
8487,36.692,29.066,10.433,10.436,10.813,2.009,0.552
8488,34.987,29.375,11.714,10.722,10.576,1.726,0.9
8489,36.65,30.719,11.072,9.455,8.648,2.419,1.037
8490,38.188,29.635,7.449,11.957,9.64,2.218,0.912
8491,39.375,31.378,8.886,9.164,8.57,2.429,0.198
8492,36.79,30.272,10.697,9.205,9.7,2.818,0.517
8493,37.117,30.092,8.643,10.628,10.079,2.609,0.832
8494,36.984,28.974,9.346,11.425,10.266,2.579,0.426
8495,36.479,28.619,9.132,10.883,11.798,2.503,0.586
8496,39.126,29.106,9.541,10.365,9.324,2.023,0.515
8497,36.354,29.368,11.313,9.636,10.034,2.479,0.816
8498,36.175,31.218,9.548,10.37,9.269,2.028,1.392
8499,40.191,27.912,8.888,10.971,9.755,1.545,0.738
8500,37.896,30.402,11.12,9.106,8.98,1.939,0.558
8501,38.449,26.935,11.919,10.255,9.44,2.259,0.742
8502,37.644,26.485,10.493,12.124,10.822,1.509,0.924
8503,35.717,31.977,10.245,9.869,9.65,1.814,0.729
8504,37.755,30.572,6.524,11.657,10.554,2.346,0.592
8505,36.054,29.51,9.13,11.189,10.378,2.373,1.366
8506,38.946,29.332,10.967,9.406,9.04,2.264,0.044
8507,37.71,27.96,9.049,11.296,10.902,2.115,0.969
8508,39.835,28.232,10.104,10.929,8.643,1.655,0.602
8509,39.511,27.795,10.104,10.856,8.685,2.324,0.726
8510,36.145,30.049,9.093,10.483,10.831,2.221,1.178
8511,37.53,29.007,9.707,11.524,9.754,1.455,1.023
8512,36.631,30.53,9.72,11.582,8.344,2.446,0.747
8513,37.321,29.389,9.148,11.179,10.257,1.993,0.713
8514,37.778,30.65,8.886,9.574,9.908,2.107,1.096
8515,35.793,31.065,8.567,11.255,9.509,2.625,1.186
8516,38.769,29.215,10.719,10.271,8.241,2.066,0.719
8517,36.506,28.502,10.609,9.31,11.359,2.998,0.716
8518,39.354,28.049,9.381,10.801,8.747,3.479,0.189
8519,37.446,29.46,9.401,10.999,9.544,2.36,0.79
8520,38.203,28.028,9.844,8.707,11.101,3.233,0.884
8521,36.699,29.69,9.564,11.07,9.791,2.22,0.966
8522,38.346,30.149,10.228,8.37,9.453,2.204,1.249
8523,38.55,29.705,9.353,10.086,8.287,3.142,0.877
8524,37.828,30.218,8.34,10.178,10.726,1.684,1.026
8525,38.547,28.308,9.28,12.746,8.672,1.836,0.611
8526,37.548,30.618,9.73,8.932,9.449,3.024,0.699
8527,39.014,28.59,10.471,9.937,9.644,1.258,1.086
8528,37.551,29.856,10.034,11.821,8.261,2.392,0.084
8529,39.597,27.711,8.436,11.492,9.443,2.526,0.796
8530,36.685,29.017,9.084,11.262,9.806,3.475,0.67
8531,35.015,32.259,7.719,10.306,11.788,2.258,0.655
8532,36.612,30.566,10.214,10.351,9.533,1.824,0.9
8533,36.999,28.2,10.418,9.945,10.667,2.806,0.964
8534,36.192,29.74,8.821,11.243,11.856,1.554,0.594
8535,37.805,29.681,10.635,10.607,7.837,2.502,0.933
8536,38.445,27.397,10.064,11.64,9.677,1.89,0.887
8537,37.152,28.011,9.647,12.309,9.759,2.603,0.519
8538,37.061,28.407,10.321,9.954,10.891,2.396,0.97
8539,37.148,29.508,9.846,10.27,10.153,2.744,0.331
8540,38.944,30.954,10.149,9.412,8.512,1.261,0.767
8541,40.534,29.09,8.702,11.016,7.087,2.787,0.783
8542,36.143,28.702,9.638,11.576,10.512,2.926,0.503
8543,38.616,28.649,8.955,11.443,8.942,2.748,0.648
8544,38.673,27.088,10.548,10.739,10.704,1.479,0.769
8545,36.037,29.299,11.338,10.093,10.06,2.633,0.541
8546,37.807,29.107,10.277,10.458,9.211,2.938,0.203
8547,40.211,26.84,8.454,11.231,10.316,2.382,0.567
8548,37.131,31.273,9.699,10.585,8.72,1.69,0.902
8549,36.587,29.018,8.601,11.966,11.653,1.935,0.239
8550,36.948,29.927,9.216,10.468,10.139,2.456,0.846
8551,38.805,29.765,9.276,8.963,9.866,2.497,0.829
8552,38.748,27.652,10.643,10.041,10.122,2.364,0.43
8553,38.48,27.838,11.152,9.55,10.637,1.909,0.433
8554,37.718,27.295,11.03,10.433,10.799,2.031,0.694
8555,37.402,28.216,10.391,10.042,10.858,2.3,0.791
8556,35.075,31.0,10.277,11.203,8.763,2.803,0.878
8557,38.121,29.376,10.351,9.855,8.967,2.412,0.919
8558,38.983,28.845,10.324,11.159,8.58,1.542,0.566
8559,34.887,29.77,9.408,10.668,11.421,2.727,1.12
8560,37.113,27.956,10.204,10.003,10.742,3.093,0.889
8561,39.077,28.107,10.257,8.494,11.021,2.353,0.692
8562,34.707,31.478,10.056,10.172,10.195,2.527,0.864
8563,39.722,29.216,9.384,10.572,8.183,2.312,0.612
8564,39.218,29.838,8.46,10.813,8.848,2.232,0.591
8565,38.735,31.353,9.918,9.921,7.345,2.271,0.457
8566,36.376,31.678,10.577,10.446,7.555,3.058,0.31
8567,35.78,31.647,8.582,10.274,11.327,1.891,0.499
8568,37.678,30.093,10.783,8.304,9.839,2.414,0.889
8569,35.84,30.678,9.805,11.214,8.727,2.777,0.959
8570,35.816,29.904,10.415,11.509,9.08,2.588,0.688
8571,39.324,29.627,8.798,9.66,9.472,2.415,0.705
8572,40.153,26.219,10.142,10.06,9.77,3.123,0.532
8573,37.406,31.298,10.112,9.79,8.077,2.335,0.982
8574,35.064,31.529,10.003,9.633,11.093,1.943,0.735
8575,36.264,29.773,10.489,10.339,10.031,2.257,0.847
8576,39.117,30.001,10.001,9.844,8.437,2.167,0.432
8577,38.002,29.287,9.406,10.65,9.109,2.597,0.949
8578,38.028,29.224,8.835,10.721,10.825,1.731,0.636
8579,35.634,31.089,11.005,9.538,9.844,2.218,0.673
8580,39.224,27.583,9.774,9.723,9.855,3.397,0.444
8581,37.593,31.661,7.997,10.265,8.943,2.688,0.853
8582,37.356,31.658,7.578,10.616,10.643,1.125,1.023
8583,38.322,30.013,9.3,9.928,9.496,2.534,0.407
8584,37.573,30.907,9.195,9.783,8.342,2.932,1.268
8585,38.982,27.125,9.771,8.252,11.378,3.558,0.933
8586,38.006,31.128,10.717,8.86,8.415,2.216,0.66
8587,35.916,29.945,10.065,10.62,10.61,2.154,0.69
8588,35.999,29.149,10.345,11.291,10.56,2.247,0.409
8589,34.607,29.074,10.924,11.185,11.734,2.336,0.14
8590,41.65,27.524,10.338,8.983,9.252,1.4,0.853
8591,39.125,31.346,9.275,8.271,9.038,1.845,1.1
8592,39.034,30.61,8.076,8.8,9.805,2.726,0.948
8593,39.16,29.945,8.192,10.278,10.047,1.996,0.381
8594,39.947,28.275,9.378,9.7,10.705,1.088,0.907
8595,36.735,28.707,8.495,12.837,9.409,2.756,1.059
8596,38.046,29.946,8.908,10.625,10.241,1.513,0.721
8597,37.514,29.917,10.054,10.673,8.979,2.568,0.295
8598,36.386,30.077,9.832,10.901,9.874,2.296,0.633
8599,37.912,27.937,11.077,9.871,10.006,2.1,1.098
8600,34.79,30.091,10.451,12.401,9.127,2.409,0.731
8601,39.112,29.621,9.138,10.802,8.718,1.672,0.938
8602,38.659,28.385,10.766,9.998,8.96,2.339,0.893
8603,37.189,31.081,9.77,9.314,9.842,2.189,0.615
8604,39.615,29.346,7.929,9.669,11.904,1.344,0.193
8605,35.554,29.942,10.064,10.597,10.556,2.516,0.769
8606,39.144,26.449,11.278,10.148,9.016,2.663,1.301
8607,36.273,29.251,9.141,11.445,11.314,1.915,0.662
8608,35.437,29.887,11.024,9.916,9.875,2.862,1.0
8609,37.63,30.242,8.185,10.615,11.198,1.914,0.216
8610,39.102,29.449,9.63,9.517,9.039,2.82,0.443
8611,39.594,28.626,9.36,11.012,9.361,1.82,0.228
8612,40.261,28.623,8.242,10.499,9.416,2.277,0.681
8613,36.161,31.554,9.024,10.48,8.746,2.791,1.244
8614,39.67,28.246,9.04,10.559,8.595,2.818,1.072
8615,38.804,29.954,10.184,9.441,9.322,1.453,0.843
8616,40.757,29.623,8.234,9.762,9.131,1.678,0.815
8617,39.549,29.384,9.559,10.178,7.644,2.809,0.878
8618,37.105,30.148,10.0,9.645,9.923,2.52,0.659
8619,34.515,31.168,11.511,10.418,9.569,2.378,0.44
8620,37.567,28.323,9.394,11.758,9.571,2.549,0.838
8621,35.76,33.253,7.35,10.043,9.52,3.35,0.724
8622,37.557,29.267,9.288,11.037,9.613,2.299,0.939
8623,37.023,30.567,9.25,9.996,10.022,1.953,1.189
8624,37.245,28.341,8.508,12.716,9.911,2.254,1.024
8625,35.881,29.857,10.331,10.126,10.551,2.264,0.991
8626,39.087,29.306,10.79,9.628,9.055,1.815,0.319
8627,37.768,27.509,9.511,11.273,11.404,2.012,0.523
8628,38.673,30.737,9.866,9.264,8.408,1.985,1.066
8629,38.671,27.709,9.521,9.747,11.289,2.022,1.04
